sales,discount,profit,total_population,area,population_density,year,month,day_of_week,week_of_year,quarter,is_weekend,is_month_end,profit_margin,per_capita_income,income_to_sales_ratio,income_x_population,osm_supermarkets,osm_transit_hubs,osm_schools_colleges,osm_hospitals,osm_competitor_score,osm_accessibility_score,weather_avg_temp_c,weather_total_rain_mm,weather_avg_humidity,weather_is_monsoon,weather_is_summer,festival_score,is_festival_period,income_x_festival,category_encoded,sub_category_encoded,region_encoded,city_encoded,revenue_band_encoded,festival_name_encoded,festival_impact_encoded,sales_lag_1m,sales_lag_3m,sales_rolling_avg_3m,sales_per_capita,profit_per_capita,sales_per_sq_km,competitor_density,accessibility_per_capita,estimated_rent_per_sqft
1169,0.22,362.39,565223,1756.0,321.88097949886105,2015,1,4,3,1,0,0,0.31,61000,52.18135158254919,34478603000,0,0,2,59,0,2,23.44,14.7,76.29,0,0,4,1,244000,2,15,1,13,2,8,4,1169.0,1169.0,1169.0,0.002068210246221403,0.0006411451763286348,0.6657175398633257,0.0,0.003538426426383923,27.34
962,0.21,288.6,565223,1756.0,321.88097949886105,2015,1,1,2,1,0,0,0.3,61000,63.40956340956341,34478603000,0,0,2,59,0,2,23.44,14.7,76.29,0,0,0,0,0,4,17,0,13,2,12,3,962.0,962.0,962.0,0.0017019831110906668,0.0005105949333272001,0.5478359908883826,0.0,0.003538426426383923,27.34
1394,0.25,97.58,565223,1756.0,321.88097949886105,2015,1,1,5,1,0,0,0.07,61000,43.75896700143472,34478603000,0,0,2,59,0,2,23.44,14.7,76.29,0,0,0,0,0,4,17,4,13,0,12,3,962.0,1394.0,1178.0,0.002466283219189594,0.0001726398253432716,0.7938496583143508,0.0,0.003538426426383923,27.34
2003,0.3,781.17,565223,1756.0,321.88097949886105,2015,1,3,2,1,0,0,0.39,61000,30.454318522216674,34478603000,0,0,2,59,0,2,23.44,14.7,76.29,0,0,3,1,183000,5,14,3,13,3,21,4,2003.0,2003.0,2003.0,0.0035437340660234985,0.0013820562857491643,1.1406605922551254,0.0,0.003538426426383923,27.34
2372,0.11,1043.68,565223,1756.0,321.88097949886105,2015,1,6,1,1,1,0,0.44,61000,25.716694772344013,34478603000,0,0,2,59,0,2,23.44,14.7,76.29,0,0,0,0,0,5,14,1,13,3,12,3,2003.0,2372.0,2187.5,0.004196573741691333,0.0018464924463441864,1.3507972665148065,0.0,0.003538426426383923,27.34
636,0.34,216.24,565223,1756.0,321.88097949886105,2015,1,2,5,1,0,0,0.34,61000,95.9119496855346,34478603000,0,0,2,59,0,2,23.44,14.7,76.29,0,0,0,0,0,6,5,1,13,1,12,3,636.0,636.0,636.0,0.0011252196035900874,0.0003825746652206298,0.3621867881548975,0.0,0.003538426426383923,27.34
1717,0.1,463.59,565223,1756.0,321.88097949886105,2015,1,6,2,1,1,0,0.27,61000,35.527082119976704,34478603000,0,0,2,59,0,2,23.44,14.7,76.29,0,0,3,1,183000,6,6,3,13,0,21,4,636.0,1717.0,1176.5,0.003037739087050598,0.0008201895535036613,0.9777904328018223,0.0,0.003538426426383923,27.34
1604,0.14,529.32,225500,121.26,1859.6404420254,2015,1,4,4,1,0,0,0.33,68000,42.394014962593516,15334000000,6,0,1,72,6,1,24.06,9.6,75.06,0,0,1,1,68000,0,1,4,14,0,22,1,1604.0,1604.0,1604.0,0.007113082039911308,0.002347317073170732,13.227775028863599,0.04948045522018803,0.004434589800443459,36.27
2238,0.16,447.6,225500,121.26,1859.6404420254,2015,1,5,1,1,1,0,0.2,68000,30.384271671134943,15334000000,6,0,1,72,6,1,24.06,9.6,75.06,0,0,0,0,0,1,21,1,14,3,12,3,2238.0,2238.0,2238.0,0.009924611973392462,0.0019849223946784922,18.456209797130132,0.04948045522018803,0.004434589800443459,36.27
513,0.22,61.56,225500,121.26,1859.6404420254,2015,1,0,4,1,0,0,0.12,68000,132.55360623781675,15334000000,6,0,1,72,6,1,24.06,9.6,75.06,0,0,1,1,68000,4,19,4,14,1,22,1,513.0,513.0,513.0,0.0022749445676274946,0.00027299334811529936,4.230578921326076,0.04948045522018803,0.004434589800443459,36.27
1677,0.18,586.95,225500,121.26,1859.6404420254,2015,1,1,2,1,0,0,0.35,68000,40.54859868813357,15334000000,6,0,1,72,6,1,24.06,9.6,75.06,0,0,0,0,0,5,22,1,14,0,12,3,1677.0,1677.0,1677.0,0.007436807095343681,0.0026028824833702886,13.829787234042552,0.04948045522018803,0.004434589800443459,36.27
2150,0.17,602.0,225500,121.26,1859.6404420254,2015,1,2,2,1,0,0,0.28,68000,31.627906976744185,15334000000,6,0,1,72,6,1,24.06,9.6,75.06,0,0,3,1,204000,6,16,3,14,3,21,4,2150.0,2150.0,2150.0,0.009534368070953437,0.0026696230598669624,17.73049645390071,0.04948045522018803,0.004434589800443459,36.27
1620,0.15,648.0,614000,61.8,9935.275080906147,2015,1,5,1,1,1,0,0.4,58000,35.80246913580247,35612000000,1,1,0,79,1,1,25.13,8.9,74.9,0,0,0,0,0,4,12,0,15,0,12,3,1620.0,1620.0,1620.0,0.0026384364820846904,0.0010553745928338762,26.21359223300971,0.016181229773462785,0.0016286644951140064,48.34
2308,0.27,369.28,614000,61.8,9935.275080906147,2015,1,6,1,1,1,0,0.16,58000,25.12998266897747,35612000000,1,1,0,79,1,1,25.13,8.9,74.9,0,0,0,0,0,5,14,4,15,3,12,3,2308.0,2308.0,2308.0,0.003758957654723127,0.0006014332247557002,37.346278317152105,0.016181229773462785,0.0016286644951140064,48.34
1230,0.29,430.5,3482056,5237.0,664.8951689898797,2015,1,0,3,1,0,0,0.35,87000,70.73170731707317,302938872000,8,1,36,200,8,37,23.44,9.9,71.06,0,0,3,1,261000,0,2,1,16,2,21,4,1230.0,1230.0,1230.0,0.0003532395802939413,0.00012363385310287944,0.23486729043345428,0.0015275921329005156,0.010625906073882786,60.09
1774,0.15,620.9,3482056,5237.0,664.8951689898797,2015,1,5,1,1,1,0,0.35,87000,49.041713641488165,302938872000,8,1,36,200,8,37,23.44,9.9,71.06,0,0,0,0,0,5,8,4,16,3,12,3,1774.0,1774.0,1774.0,0.0005094691182450828,0.00017831419138577897,0.33874355547068935,0.0015275921329005156,0.010625906073882786,60.09
2172,0.29,369.24,70545,32.48,2171.95197,2015,1,0,3,1,0,0,0.17,65000,29.92633517495396,4585425000,0,1,2,23,0,3,24.58,7.0,70.61,0,0,3,1,195000,3,7,1,17,3,21,4,2172.0,2172.0,2172.0,0.030788858175632573,0.005234105889857538,66.87192118226602,0.0,0.0425260472039124,34.0
1629,0.17,733.05,70545,32.48,2171.95197,2015,1,1,4,1,0,0,0.45,65000,39.90178023327194,4585425000,0,1,2,23,0,3,24.58,7.0,70.61,0,0,1,1,65000,4,19,0,17,0,22,1,1629.0,1629.0,1629.0,0.02309164363172443,0.010391239634275993,50.15394088669951,0.0,0.0425260472039124,34.0
1073,0.33,128.76,1245899,2868.0,434.4138772663877,2015,1,1,3,1,0,0,0.12,72000,67.10158434296365,89704728000,0,0,2,93,0,2,23.72,2.7,69.29,0,0,3,1,216000,0,3,1,18,2,21,4,1073.0,1073.0,1073.0,0.0008612255086487749,0.00010334706103785298,0.37412831241283123,0.0,0.0016052665585252095,32.75
1666,0.34,283.22,1245899,2868.0,434.4138772663877,2015,1,1,2,1,0,0,0.17,72000,43.21728691476591,89704728000,0,0,2,93,0,2,23.72,2.7,69.29,0,0,0,0,0,0,2,0,18,0,12,3,1073.0,1666.0,1369.5,0.0013371870432514995,0.00022732179735275495,0.5808926080892608,0.0,0.0016052665585252095,32.75
603,0.28,168.84,1245899,2868.0,434.4138772663877,2015,1,1,4,1,0,0,0.28,72000,119.40298507462687,89704728000,0,0,2,93,0,2,23.72,2.7,69.29,0,0,1,1,72000,1,21,3,18,1,22,1,603.0,603.0,603.0,0.00048398786739535065,0.00013551660287069818,0.2102510460251046,0.0,0.0016052665585252095,32.75
1228,0.13,466.64,1245899,2868.0,434.4138772663877,2015,1,5,1,1,1,0,0.38,72000,58.63192182410423,89704728000,0,0,2,93,0,2,23.72,2.7,69.29,0,0,0,0,0,1,21,0,18,2,12,3,603.0,1228.0,915.5,0.0009856336669344786,0.0003745407934351019,0.4281729428172943,0.0,0.0016052665585252095,32.75
2100,0.34,651.0,1245899,2868.0,434.4138772663877,2015,1,6,2,1,1,0,0.31,72000,34.285714285714285,89704728000,0,0,2,93,0,2,23.72,2.7,69.29,0,0,3,1,216000,1,21,4,18,3,21,4,1228.0,2100.0,1310.3333333333333,0.00168552988645147,0.0005225142647999557,0.7322175732217573,0.0,0.0016052665585252095,32.75
814,0.18,350.02,1245899,2868.0,434.4138772663877,2015,1,0,3,1,0,0,0.43,72000,88.45208845208845,89704728000,0,0,2,93,0,2,23.72,2.7,69.29,0,0,3,1,216000,2,4,0,18,2,21,4,814.0,814.0,814.0,0.0006533434893197603,0.0002809377004074969,0.28382147838214783,0.0,0.0016052665585252095,32.75
1306,0.1,195.9,1245899,2868.0,434.4138772663877,2015,1,4,2,1,0,0,0.15,72000,55.1301684532925,89704728000,0,0,2,93,0,2,23.72,2.7,69.29,0,0,3,1,216000,3,0,4,18,0,21,4,1306.0,1306.0,1306.0,0.001048239062716962,0.00015723585940754427,0.45536959553695955,0.0,0.0016052665585252095,32.75
1715,0.24,771.75,1245899,2868.0,434.4138772663877,2015,1,2,3,1,0,0,0.45,72000,41.98250728862974,89704728000,0,0,2,93,0,2,23.72,2.7,69.29,0,0,4,1,288000,3,20,1,18,0,8,4,1306.0,1715.0,1510.5,0.001376516073935367,0.0006194322332709152,0.5979776847977685,0.0,0.0016052665585252095,32.75
1991,0.33,696.85,1245899,2868.0,434.4138772663877,2015,1,0,5,1,0,0,0.35,72000,36.16273229532898,89704728000,0,0,2,93,0,2,23.72,2.7,69.29,0,0,1,1,72000,3,18,3,18,3,9,1,1715.0,1991.0,1670.6666666666667,0.001598042859011846,0.0005593150006541461,0.6942119944211994,0.0,0.0016052665585252095,32.75
1594,0.29,669.48,1245899,2868.0,434.4138772663877,2015,1,1,3,1,0,0,0.42,72000,45.1693851944793,89704728000,0,0,2,93,0,2,23.72,2.7,69.29,0,0,3,1,216000,5,22,4,18,0,21,4,1594.0,1594.0,1594.0,0.001279397447144592,0.0005373469278007287,0.5557880055788006,0.0,0.0016052665585252095,32.75
2422,0.28,411.74,3077233,6693.0,459.7688629911849,2015,1,6,2,1,1,0,0.17,79000,32.61767134599504,243101407000,1,0,6,131,1,6,24.61,9.4,73.45,0,0,3,1,237000,0,2,0,19,3,21,4,2422.0,2422.0,2422.0,0.0007870707223014961,0.00013380202279125435,0.3618706110862095,0.00014940983116689077,0.0019498036060317824,38.37
815,0.29,171.15,3077233,6693.0,459.7688629911849,2015,1,1,2,1,0,0,0.21,79000,96.93251533742331,243101407000,1,0,6,131,1,6,24.61,9.4,73.45,0,0,0,0,0,1,13,3,19,2,12,3,815.0,815.0,815.0,0.00026484832315265045,5.56181478620566e-05,0.12176901240101598,0.00014940983116689077,0.0019498036060317824,38.37
1100,0.3,242.0,3077233,6693.0,459.7688629911849,2015,1,1,4,1,0,0,0.22,79000,71.81818181818181,243101407000,1,0,6,131,1,6,24.61,9.4,73.45,0,0,1,1,79000,2,15,4,19,2,22,1,1100.0,1100.0,1100.0,0.0003574639944391601,7.864207877661522e-05,0.16435081428357987,0.00014940983116689077,0.0019498036060317824,38.37
2126,0.28,340.16,3077233,6693.0,459.7688629911849,2015,1,1,4,1,0,0,0.16,79000,37.15898400752587,243101407000,1,0,6,131,1,6,24.61,9.4,73.45,0,0,1,1,79000,2,15,0,19,3,22,1,1100.0,2126.0,1613.0,0.0006908804110705949,0.0001105408657712952,0.3176453010608098,0.00014940983116689077,0.0019498036060317824,38.37
870,0.25,330.6,3077233,6693.0,459.7688629911849,2015,1,6,2,1,1,0,0.38,79000,90.80459770114942,243101407000,1,0,6,131,1,6,24.61,9.4,73.45,0,0,3,1,237000,2,9,1,19,2,21,4,2126.0,870.0,1365.3333333333333,0.00028272152287460846,0.00010743417869235121,0.12998655311519497,0.00014940983116689077,0.0019498036060317824,38.37
1900,0.14,152.0,3077233,6693.0,459.7688629911849,2015,1,0,3,1,0,0,0.08,79000,41.578947368421055,243101407000,1,0,6,131,1,6,24.61,9.4,73.45,0,0,3,1,237000,3,0,4,19,3,21,4,1900.0,1900.0,1900.0,0.0006174378085767312,4.9395024686138486e-05,0.2838786792170925,0.00014940983116689077,0.0019498036060317824,38.37
1338,0.27,374.64,916857,167.23,5482.610775578545,2015,1,4,1,1,0,0,0.28,98000,73.24364723467862,89851986000,10,5,32,153,10,37,24.0,10.5,74.0,0,0,0,0,0,1,21,0,20,0,12,3,1338.0,1338.0,1338.0,0.0014593333529656206,0.00040861333883037375,8.00095676613048,0.05979788315493632,0.04035525714478921,77.32
1202,0.2,180.3,916857,167.23,5482.610775578545,2015,1,6,2,1,1,0,0.15,98000,81.53078202995009,89851986000,10,5,32,153,10,37,24.0,10.5,74.0,0,0,3,1,294000,2,10,4,20,2,21,4,1202.0,1202.0,1202.0,0.001311000515892882,0.0001966500773839323,7.187705555223346,0.05979788315493632,0.04035525714478921,77.32
2479,0.22,818.07,916857,167.23,5482.610775578545,2015,1,6,2,1,1,0,0.33,98000,39.53206938281565,89851986000,10,5,32,153,10,37,24.0,10.5,74.0,0,0,3,1,294000,2,15,4,20,3,21,4,1202.0,2479.0,1840.5,0.002703802228700877,0.0008922547354712894,14.823895234108713,0.05979788315493632,0.04035525714478921,77.32
2234,0.28,357.44,3936331,6075.0,647.9557202,2015,1,6,2,1,1,0,0.16,82000,36.70546105640108,322779142000,5,3,26,101,5,29,22.84,9.0,74.23,0,0,3,1,246000,0,1,1,21,3,21,4,2234.0,2234.0,2234.0,0.0005675335737772052,9.080537180435283e-05,0.3677366255144033,0.0008230452674897119,0.007367266624681715,52.68
2239,0.1,985.16,3936331,6075.0,647.9557202,2015,1,1,3,1,0,0,0.44,82000,36.62349263063868,322779142000,5,3,26,101,5,29,22.84,9.0,74.23,0,0,3,1,246000,1,13,3,21,3,21,4,2239.0,2239.0,2239.0,0.000568803792160771,0.00025027366855073926,0.368559670781893,0.0008230452674897119,0.007367266624681715,52.68
990,0.11,237.6,3936331,6075.0,647.9557202,2015,1,4,3,1,0,0,0.24,82000,82.82828282828282,322779142000,5,3,26,101,5,29,22.84,9.0,74.23,0,0,4,1,328000,1,13,1,21,2,8,4,2239.0,990.0,1614.5,0.00025150323994603096,6.036077758704743e-05,0.16296296296296298,0.0008230452674897119,0.007367266624681715,52.68
2337,0.21,537.51,3936331,6075.0,647.9557202,2015,1,3,2,1,0,0,0.23,82000,35.08771929824562,322779142000,5,3,26,101,5,29,22.84,9.0,74.23,0,0,3,1,246000,2,15,1,21,3,21,4,2337.0,2337.0,2337.0,0.0005937000724786609,0.000136551016670092,0.38469135802469134,0.0008230452674897119,0.007367266624681715,52.68
1176,0.34,529.2,3936331,6075.0,647.9557202,2015,1,6,2,1,1,0,0.45,82000,69.72789115646259,322779142000,5,3,26,101,5,29,22.84,9.0,74.23,0,0,3,1,246000,3,0,4,21,2,21,4,1176.0,1176.0,1176.0,0.0002987553638146792,0.00013443991371660566,0.19358024691358025,0.0008230452674897119,0.007367266624681715,52.68
1148,0.21,309.96,3936331,6075.0,647.9557202,2015,1,1,4,1,0,0,0.27,82000,71.42857142857143,322779142000,5,3,26,101,5,29,22.84,9.0,74.23,0,0,1,1,82000,5,8,0,21,2,22,1,1148.0,1148.0,1148.0,0.00029164214086671065,7.874337803401186e-05,0.18897119341563787,0.0008230452674897119,0.007367266624681715,52.68
2054,0.33,657.28,3936331,6075.0,647.9557202,2015,1,1,4,1,0,0,0.32,82000,39.92210321324245,322779142000,5,3,26,101,5,29,22.84,9.0,74.23,0,0,1,1,82000,5,22,0,21,3,22,1,1148.0,2054.0,1601.0,0.000521805711968836,0.0001669778278300275,0.33810699588477366,0.0008230452674897119,0.007367266624681715,52.68
1805,0.34,613.7,3936331,6075.0,647.9557202,2015,1,6,2,1,1,0,0.34,82000,45.42936288088643,322779142000,5,3,26,101,5,29,22.84,9.0,74.23,0,0,3,1,246000,6,6,1,21,3,21,4,1805.0,1805.0,1805.0,0.0004585488364672585,0.0001559066043988679,0.297119341563786,0.0008230452674897119,0.007367266624681715,52.68
2205,0.26,815.85,3458873,7194.0,480.79969418960246,2015,1,0,4,1,0,0,0.37,63000,28.571428571428573,217908999000,8,1,23,60,8,24,23.78,11.6,77.58,0,0,1,1,63000,0,2,4,22,3,22,1,2205.0,2205.0,2205.0,0.0006374908821457163,0.00023587162639391503,0.3065054211843203,0.0011120378092855157,0.006938676268252694,42.34
1949,0.18,760.11,3458873,7194.0,480.79969418960246,2015,1,1,3,1,0,0,0.39,63000,32.3242688558235,217908999000,8,1,23,60,8,24,23.78,11.6,77.58,0,0,3,1,189000,2,4,3,22,3,21,4,1949.0,1949.0,1949.0,0.0005634783352843542,0.00021975655076089814,0.27092021128718374,0.0011120378092855157,0.006938676268252694,42.34
2013,0.17,442.86,3458873,7194.0,480.79969418960246,2015,1,6,2,1,1,0,0.22,63000,31.296572280178836,217908999000,8,1,23,60,8,24,23.78,11.6,77.58,0,0,3,1,189000,2,15,3,22,3,21,4,1949.0,2013.0,1981.0,0.0005819814719996947,0.00012803592383993283,0.2798165137614679,0.0011120378092855157,0.006938676268252694,42.34
801,0.32,144.18,3458873,7194.0,480.79969418960246,2015,1,6,2,1,1,0,0.18,63000,78.65168539325843,217908999000,8,1,23,60,8,24,23.78,11.6,77.58,0,0,3,1,189000,3,0,3,22,2,21,4,801.0,801.0,801.0,0.00023157832045293366,4.168409768152806e-05,0.11134278565471226,0.0011120378092855157,0.006938676268252694,42.34
2479,0.26,991.6,1942288,4241.0,457.9787785899552,2015,1,3,2,1,0,0,0.4,78000,31.46430012101654,151498464000,11,1,14,42,11,15,24.82,1.9,69.61,0,0,3,1,234000,0,2,3,23,3,21,4,2479.0,2479.0,2479.0,0.0012763297718978853,0.0005105319087591541,0.5845319500117897,0.0025937278943645365,0.007722850576227624,46.35
2306,0.25,392.02,1942288,4241.0,457.9787785899552,2015,1,0,3,1,0,0,0.17,78000,33.82480485689506,151498464000,11,1,14,42,11,15,24.82,1.9,69.61,0,0,3,1,234000,3,0,3,23,3,21,4,2306.0,2306.0,2306.0,0.0011872595619187268,0.00020183412552618354,0.5437396840367837,0.0025937278943645365,0.007722850576227624,46.35
2222,0.33,688.82,1942288,4241.0,457.9787785899552,2015,1,0,3,1,0,0,0.31,78000,35.103510351035105,151498464000,11,1,14,42,11,15,24.82,1.9,69.61,0,0,3,1,234000,5,22,1,23,3,21,4,2222.0,2222.0,2222.0,0.001144011598691852,0.00035464359559447416,0.5239330346616364,0.0025937278943645365,0.007722850576227624,46.35
505,0.21,35.35,1942288,4241.0,457.9787785899552,2015,1,0,3,1,0,0,0.07,78000,154.45544554455446,151498464000,11,1,14,42,11,15,24.82,1.9,69.61,0,0,3,1,234000,6,6,1,23,1,21,4,505.0,505.0,505.0,0.00026000263606633004,1.8200184524643102e-05,0.11907568969582645,0.0025937278943645365,0.007722850576227624,46.35
672,0.31,114.24,1942288,4241.0,457.9787785899552,2015,1,0,3,1,0,0,0.17,78000,116.07142857142857,151498464000,11,1,14,42,11,15,24.82,1.9,69.61,0,0,3,1,234000,6,6,1,23,1,21,4,505.0,672.0,588.5,0.00034598370581499755,5.8817229988549584e-05,0.15845319500117896,0.0025937278943645365,0.007722850576227624,46.35
2400,0.29,792.0,75000,32.0,2343.75,2015,2,1,6,1,0,0,0.33,69000,28.75,5175000000,0,0,0,34,0,0,25.27,13.9,56.71,0,0,0,0,0,3,7,1,0,3,12,3,1596.0,2400.0,1998.0,0.032,0.01056,75.0,0.0,0.0,34.87
1556,0.22,466.8,75000,32.0,2343.75,2015,2,3,7,1,0,0,0.3,69000,44.34447300771208,5175000000,0,0,0,34,0,0,25.27,13.9,56.71,0,0,0,0,0,4,11,1,0,0,12,3,1556.0,1556.0,1556.0,0.020746666666666667,0.006224,48.625,0.0,0.0,34.87
1227,0.33,355.83,75000,32.0,2343.75,2015,2,6,6,1,1,0,0.29,69000,56.23471882640587,5175000000,0,0,0,34,0,0,25.27,13.9,56.71,0,0,0,0,0,4,12,0,0,2,12,3,1556.0,1227.0,1391.5,0.01636,0.0047444,38.34375,0.0,0.0,34.87
1319,0.15,342.94,75000,32.0,2343.75,2015,2,4,8,1,0,0,0.26,69000,52.31235784685368,5175000000,0,0,0,34,0,0,25.27,13.9,56.71,0,0,0,0,0,5,14,4,0,0,12,3,1319.0,1319.0,1319.0,0.017586666666666667,0.004572533333333333,41.21875,0.0,0.0,34.87
947,0.19,151.52,75000,32.0,2343.75,2015,2,0,7,1,0,0,0.16,69000,72.86166842661035,5175000000,0,0,0,34,0,0,25.27,13.9,56.71,0,0,0,0,0,6,6,1,0,2,12,3,1638.0,947.0,1216.3333333333333,0.012626666666666666,0.002020266666666667,29.59375,0.0,0.0,34.87
1560,0.15,624.0,75000,32.0,2343.75,2015,2,2,7,1,0,0,0.4,69000,44.23076923076923,5175000000,0,0,0,34,0,0,25.27,13.9,56.71,0,0,0,0,0,6,5,3,0,0,12,3,947.0,1064.0,1381.6666666666667,0.0208,0.00832,48.75,0.0,0.0,34.87
932,0.15,316.88,4646732,175.0,26552.754285714287,2015,2,0,7,1,0,0,0.34,189000,202.78969957081546,878232348000,62,3,33,268,62,36,24.9,2.6,72.61,0,0,0,0,0,1,21,0,1,2,12,3,932.0,932.0,932.0,0.00020057106801080847,6.819416312367488e-05,5.325714285714286,0.35428571428571426,0.00774738030943037,190.62
612,0.16,153.0,4646732,175.0,26552.754285714287,2015,2,0,6,1,0,0,0.25,189000,308.8235294117647,878232348000,62,3,33,268,62,36,24.9,2.6,72.61,0,0,0,0,0,6,5,3,1,1,12,3,727.0,612.0,820.0,0.00013170546526031628,3.292636631507907e-05,3.4971428571428573,0.35428571428571426,0.00774738030943037,190.62
2463,0.13,714.27,3458045,4732.0,730.7787405,2015,2,3,6,1,0,0,0.29,142000,57.65326837190418,491042390000,41,1,55,221,41,56,24.43,0.8,54.71,0,0,0,0,0,0,1,1,2,3,12,3,894.0,2463.0,1391.3333333333333,0.0007122521540350111,0.00020655312467015321,0.5204987320371935,0.008664412510566356,0.0161941212448074,108.84
1409,0.11,408.61,3458045,4732.0,730.7787405,2015,2,3,7,1,0,0,0.29,142000,100.78069552874379,491042390000,41,1,55,221,41,56,24.43,0.8,54.71,0,0,0,0,0,1,21,1,2,0,12,3,1409.0,1409.0,1409.0,0.0004074556577488147,0.00011816214074715628,0.297759932375317,0.008664412510566356,0.0161941212448074,108.84
1612,0.16,225.68,3458045,4732.0,730.7787405,2015,2,0,7,1,0,0,0.14,142000,88.08933002481389,491042390000,41,1,55,221,41,56,24.43,0.8,54.71,0,0,0,0,0,2,4,1,2,0,12,3,1612.0,1612.0,1612.0,0.0004661593472612415,6.526230861657381e-05,0.34065934065934067,0.008664412510566356,0.0161941212448074,108.84
1090,0.29,305.2,3458045,4732.0,730.7787405,2015,2,1,8,1,0,0,0.28,142000,130.27522935779817,491042390000,41,1,55,221,41,56,24.43,0.8,54.71,0,0,0,0,0,4,17,0,2,2,12,3,1090.0,1090.0,1090.0,0.0003152070028007154,8.825796078420032e-05,0.23034657650042265,0.008664412510566356,0.0161941212448074,108.84
537,0.34,53.7,68976,16.0,4311.0,2015,2,3,6,1,0,0,0.1,69000,128.49162011173183,4759344000,0,1,0,36,0,1,25.01,25.0,61.89,0,0,0,0,0,5,14,3,3,1,12,3,537.0,537.0,537.0,0.007785316631871955,0.0007785316631871955,33.5625,0.0,0.014497796334957087,39.93
1733,0.34,675.87,68976,16.0,4311.0,2015,2,1,6,1,0,0,0.39,69000,39.81534910559723,4759344000,0,1,0,36,0,1,25.01,25.0,61.89,0,0,0,0,0,5,8,1,3,0,12,3,537.0,1733.0,1135.0,0.025124681048480632,0.009798625608907445,108.3125,0.0,0.014497796334957087,39.93
527,0.21,126.48,68976,16.0,4311.0,2015,2,2,8,1,0,0,0.24,69000,130.92979127134726,4759344000,0,1,0,36,0,1,25.01,25.0,61.89,0,0,0,0,0,6,6,0,3,1,12,3,1822.0,527.0,1174.5,0.007640338668522385,0.0018336812804453724,32.9375,0.0,0.014497796334957087,39.93
910,0.11,154.7,1506843,4497.0,335.0773849232822,2015,2,3,7,1,0,0,0.17,71000,78.02197802197803,106985853000,5,2,14,91,5,16,24.51,9.2,57.46,0,0,0,0,0,0,1,1,4,2,12,3,910.0,910.0,910.0,0.000603911621847797,0.00010266497571412548,0.20235712697353792,0.0011118523460084502,0.010618226318203024,40.73
1275,0.3,522.75,1506843,4497.0,335.0773849232822,2015,2,5,7,1,1,0,0.41,71000,55.68627450980392,106985853000,5,2,14,91,5,16,24.51,9.2,57.46,0,0,0,0,0,0,3,4,4,0,12,3,910.0,1275.0,1092.5,0.0008461399097318035,0.0003469173629900394,0.2835223482321548,0.0011118523460084502,0.010618226318203024,40.73
652,0.26,260.8,1506843,4497.0,335.0773849232822,2015,2,5,7,1,1,0,0.4,71000,108.8957055214724,106985853000,5,2,14,91,5,16,24.51,9.2,57.46,0,0,0,0,0,2,10,0,4,1,12,3,652.0,652.0,652.0,0.00043269272246677324,0.0001730770889867093,0.14498554591950188,0.0011118523460084502,0.010618226318203024,40.73
1845,0.11,811.8,2159775,6036.0,357.8156064,2015,2,2,7,1,0,0,0.44,74000,40.10840108401084,159823350000,10,0,31,87,10,31,24.96,8.4,64.71,0,0,0,0,0,4,12,1,5,3,12,3,1655.0,1845.0,1750.0,0.0008542556516303782,0.00037587248671736636,0.30566600397614313,0.0016567263088137839,0.014353346992163537,51.34
2023,0.33,202.3,2159775,6036.0,357.8156064,2015,2,2,6,1,0,0,0.1,74000,36.5793376173999,159823350000,10,0,31,87,10,31,24.96,8.4,64.71,0,0,0,0,0,6,6,0,5,3,12,3,1716.0,2023.0,1869.5,0.0009366716440369946,9.366716440369946e-05,0.3351557322730285,0.0016567263088137839,0.014353346992163537,51.34
1574,0.18,440.72,224329,27.19,8250.422949613829,2015,2,4,6,1,0,0,0.28,91000,57.81448538754765,20413939000,2,0,4,9,2,4,26.57,10.7,67.93,0,0,0,0,0,5,8,3,6,0,12,3,763.0,1574.0,1045.0,0.007016480258905447,0.001964614472493525,57.88892975358588,0.07355645457888929,0.017830953643978263,61.66
904,0.34,280.24,224329,27.19,8250.422949613829,2015,2,0,6,1,0,0,0.31,91000,100.66371681415929,20413939000,2,0,4,9,2,4,26.57,10.7,67.93,0,0,0,0,0,5,22,4,6,2,12,3,1574.0,798.0,1080.3333333333333,0.004029795523539088,0.0012492366122971172,33.247517469657964,0.07355645457888929,0.017830953643978263,61.66
2122,0.22,212.2,1064493,2904.0,366.5609504132232,2015,2,0,7,1,0,0,0.1,93000,43.826578699340246,98997849000,1,2,8,100,1,10,26.26,4.2,59.18,0,0,0,0,0,0,1,1,7,3,12,3,2350.0,2122.0,2236.0,0.001993437251348764,0.0001993437251348764,0.7307162534435262,0.0003443526170798898,0.009394143503057324,46.58
973,0.15,243.25,1064493,2904.0,366.5609504132232,2015,2,3,7,1,0,0,0.25,93000,95.58067831449127,98997849000,1,2,8,100,1,10,26.26,4.2,59.18,0,0,0,0,0,0,2,3,7,2,12,3,2122.0,973.0,1815.0,0.0009140501628474776,0.0002285125407118694,0.33505509641873277,0.0003443526170798898,0.009394143503057324,46.58
